,,,,,Input,,,,,,,,,,,,,,,Synthesis,,Objective 1,Objective 2,,,Objective 3
Synthesis number,Formula,MW for secondary element,MW for the third element,MW for the forth element,Precursor 1,amount of precursor 1 (mmol),Precursor 2,amount of precursor 2 (mmol),Precursor 3,amount of precursor 3 (mmol),Precursor 4,amount of precursor 4 (mmol),C2H6O amount (mL),H2O amount (mL),Gelation agent,amount (mL),Anneal temp,Annealing time (h),Wash with Actone and H2O,XRD file number,Synthesis,OP (10mA/cm2),ICP-2h (%),1h voltage ,2h voltage ,ICP-2h (%)
0629-1,Ru0.33Al0.33Bi0.33,26.981539,208.98,,RuCl3,0.225,AlCl3,0.225,BiCl3,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,0629-1,C,626,,,,
0629-2,Ru0.33Mn0.33Ag0.33,54.938,107.8682,,RuCl3,0.225,Mn(NO3)2,0.225,AgNO3,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
0629-3,Ru0.33Ti0.33W0.33,47.867,183.84,,RuCl3,0.225,[(CH3)2CHO]2Ti(C5H7O2)2,0.225,WCl6,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
0629-4,Ru0.33W0.33Cr0.33,183.84,51.996,,RuCl3,0.225,WCl6,0.225,Cr(NO3)3,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,0629-4,C,N,,,,
0629-5,Ru0.33Ir0.33Al0.33,192.217,26.981539,,RuCl3,0.225,IrCl3,0.225,AlCl3,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,0629-5,C,280,,,,
0629-6,Ru0.33Al0.33Y0.33,26.981539,88.90584,,RuCl3,0.225,AlCl3,0.225,YCl3,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,0629-6,C,696,,,,
0629-7,Ru0.33Nb0.33Y0.33,92.91,88.90584,,RuCl3,0.225,NbCl3,0.225,YCl3,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,0629-7,C,N,,,,
0629-8,Ru0.33Ce0.33Rb0.33,140.116,85.4678,,RuCl3,0.225,Ce(NO3)3,0.225,RbCl,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
0629-9,Ru0.33Na0.33Ce0.33,22.989769,140.116,,RuCl3,0.225,NaCl,0.225,Ce(NO3)3,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,,H,N,,,,
0629-10,Ru0.33Cr0.33Rb0.33,51.996,85.4678,,RuCl3,0.225,Cr(NO3)3,0.225,RbCl,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,0629-10,C,N,,,,
0704-1,Ru0.33Sc0.33Ga0.33,44.955912,69.723,,RuCl3,0.225,ScCl3,0.225,GaCl3,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,0704-1,C,N,,,,
0704-2,Ru0.33Nb0.33Ga0.33,92.91,69.723,,RuCl3,0.225,NbCl3,0.225,GaCl3,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
0704-3,Ru0.33Ti0.33Cu0.33,47.867,63.546,,RuCl3,0.225,[(CH3)2CHO]2Ti(C5H7O2)2,0.225,CuCl2,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,0704-3,C,N,,,,
0704-4,Ru0.33Sb0.33Ti0.33,121.76,47.867,,RuCl3,0.225,SbCl3,0.225,[(CH3)2CHO]2Ti(C5H7O2)2,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
0704-5,Ru0.33Al0.33Ga0.33,26.981539,69.723,,RuCl3,0.225,AlCl3,0.225,GaCl3,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,0704-5,C,N,,,,
0704-6,Ru0.33Sb0.33Al0.33,121.76,26.981539,,RuCl3,0.225,SbCl3,0.225,AlCl3,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,0704-6,C,N,,,,
0704-7,Ru0.33Er0.33Cr0.33,167.259,51.996,,RuCl3,0.225,ErCl2,0.225,Cr(NO3)3,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,0704-7,C,N,,,,
0704-8,Ru0.33Sc0.33Al0.33,44.955912,26.981539,,RuCl3,0.225,ScCl3,0.225,AlCl3,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,0704-8,C,N,,,,
0704-9,Ru0.33Nb0.33Sb0.33,92.91,121.76,,RuCl3,0.225,NbCl3,0.225,SbCl3,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
0704-10,Ru0.33Ir0.33Ti0.33,192.217,47.867,,RuCl3,0.225,IrCl3,0.225,[(CH3)2CHO]2Ti(C5H7O2)2,0.225,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
0809-1,Ru0.5Ga0.5,69.723,,,RuCl3,0.3375,GaCl3,0.3375,,,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
0809-2,Ru0.75Ga0.25,69.723,,,RuCl3,0.50625,GaCl3,0.16875,,,,,1,0,CH3CHCH2O,0.5,400,10,1,0809-2,C,182,1.26869295,1.3041704,1.3025818,1.297156104
1013-1,Ru0.1Zr0.2Pt0.7,91.224,195.084,,RuCl3,0.0675,ZrCl4,0.135,PtCl2,0.4725,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1013-2,Ru0.3Hf0.2Zr0.5,178.49,91.224,,RuCl3,0.2025,ZrCl4,0.3375,HfCl5,0.135,,,1,0,CH3CHCH2O,0.5,400,10,1,1013-2,C,N,,,,
1013-3,Ru0.1Zn0.1Rh0.8,65.38,102.9055,,RuCl3,0.0675,ZnCl2,0.0675,RhCl3,0.54,,,0.1,0.9,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1013-4,Ru0.5Hf0.1Zr0.4,178.49,91.224,,RuCl3,0.3375,ZrCl4,0.27,HfCl5,0.0675,,,1,0,CH3CHCH2O,0.5,400,10,1,1013-4,C,165,2.664635767,1.2507641,1.2546959,1.044734711
1013-5,Ru0.5Zr0.3Pt0.2,91.224,195.084,,RuCl3,0.3375,ZrCl4,0.2025,PtCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1013-6,Ru0.6Zr0.2Sn0.2,91.224,118.71,,RuCl3,0.405,ZrCl4,0.135,SnCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,1013-6,C,322,,,,
1013-8,Ru0.1Ga0.2Rh0.7,69.723,102.9055,,RuCl3,0.0675,GaCl3,0.135,RhCl3,0.4725,,,0.1,0.9,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1013-9,Ru0.1Fe0.2Rh0.7,55.845,102.9055,,RuCl3,0.0675,FeCl3,0.135,RhCl3,0.4725,,,0.1,0.9,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1013-10,Ru0.4Zr0.3Pt0.3,91.224,195.084,,RuCl3,0.27,ZrCl4,0.2025,PtCl2,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1016-1,Ru0.1Re0.8Ir0.1,186.207,192.217,,RuCl3,0.0675,ReCl3,0.54,IrCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,1016-1,C,177,1.534738706,1.2676326,1.2712865,0.254829135
1016-2,Ru0.3Re0.6Pd0.1,186.207,106.42,,RuCl3,0.2025,ReCl5,0.405,PdCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,,H,,,,,
1016-4,Ru0.2Cu0.5Re0.3,63.546,186.207,,RuCl3,0.135,ReCl3,0.2025,CuCl2,0.3375,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1016-6,Ru0.5Re0.1Bi0.4,186.207,208.98,,RuCl3,0.3375,ReCl3,0.0675,BiCl3,0.27,,,1,0,CH3CHCH2O,0.5,400,2,1,1016-6,C,361,,,,
1016-7,Ru0.5Re0.1Sb0.4,186.207,121.76,,RuCl3,0.3375,ReCl5,0.0675,SbCl3,0.27,,,1,0,CH3CHCH2O,0.5,400,2,1,1016-7,C,N,,,,
1016-8,Ru0.1Ir0.1Pd0.8,192.217,106.42,,RuCl3,0.0675,PdCl2,0.54,IrCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1016-9,Ru0.4Cu0.3Mo0.3,63.546,95.95,,RuCl3,0.27,CuCl2,0.2025,MoCl5,0.2025,,,1,0.3,CH3CHCH2O,0.5,400,2,1,1016-9,C,211,2.404784646,1.4252412,1.4593078,1.630387058
1016-10,Ru0.5Cu0.3Mo0.2,63.546,95.95,,RuCl3,0.3375,CuCl2,0.2025,MoCl5,0.135,,,1,0.2,CH3CHCH2O,0.5,400,10,1,1016-10,C,191,3.687893365,1.2997165,1.3091565,3.667780264
1016-11,Ru0.5Cr0.3Rh0.2,51.996,102.9055,,RuCl3,0.3375,RhCl3,0.135,Cr(NO3)3,0.2025,,,1,0,CH3CHCH2O,0.5,400,10,1,1016-11,C,172,3.751441184,1.3377533,1.3432682,3.847980073
1016-12,Ru0.3Cu0.5Bi0.2,63.546,208.98,,RuCl3,0.2025,CuCl2,0.3375,BiCl3,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1016-13,Ru0.3Cu0.5Sb0.2,63.546,121.76,,RuCl3,0.2025,CuCl2,0.3375,SbCl3,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,1016-13,C,N,,,,
1016-14,Ru0.6Cu0.3Ni0.1,63.546,58.6934,,RuCl3,0.405,CuCl2,0.2025,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,1016-14,C,184,0.261768881,1.2704394,1.2716717,0.241785129
1016-15,Ru0.1Ni0.6Mo0.3,58.6934,95.95,,RuCl3,0.0675,NiCl2,0.405,MoCl5,0.2025,,,1,0.3,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1016-16,Ru0.8Cs0.1Li0.1,132.905,6.941,,RuCl3,0.54,CsCl,0.0675,LiCl,0.0675,,,1,0.2,CH3CHCH2O,0.5,400,2,1,1016-16,C,211,2.686071213,1.3254099,1.5002807,4.543458825
1017-1,Ru0.4Cu0.3Mo0.3,63.546,95.95,,RuCl3,0.27,MoCl5,0.2025,CuCl2,0.2025,,,0,1,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1017-2,Ru0.6Zr0.2Fe0.2,91.224,55.845,,RuCl3,0.405,ZrCl4,0.135,FeCl2,0.135,,,0,1,CH3CHCH2O,0.5,400,2,1,1017-2,C,265,,,,
1017-3,Ru0.6Zr0.2Co0.2,91.224,58.933,,RuCl3,0.405,ZrCl4,0.135,CoCl2,0.135,,,0,1,CH3CHCH2O,0.5,400,2,1,1017-3,C,293,,,,
1017-4,Ru0.6Zr0.2Cu0.2,91.224,63.546,,RuCl3,0.405,ZrCl4,0.135,CuCl2,0.135,,,0,1,CH3CHCH2O,0.5,400,2,1,1017-4,C,205,0.2326075,1.2940366,1.2982068,0.2450436
1017-5,Ru0.6Zr0.2Ni0.2,91.224,58.6934,,RuCl3,0.405,ZrCl4,0.135,NiCl2,0.135,,,0,1,CH3CHCH2O,0.5,400,2,1,1017-5,C,214,,1.6000464,1.6000464,
1017-6,Ru0.4Zr0.1Sn0.5,91.224,118.71,,RuCl3,0.27,ZrCl4,0.0675,SnCl2,0.3375,,,0,1,CH3CHCH2O,0.5,400,2,1,1017-6,C,333,,,,
1017-7,Ru0.6Zr0.1Ni0.3,91.224,58.6934,,RuCl3,0.405,ZrCl4,0.0675,NiCl2,0.2025,,,0,1,CH3CHCH2O,0.5,400,2,1,1017-7,C,199,0.237730439,1.2612728,1.2609148,0.24712269
1017-9,Ru0.3Cs0.5Ag0.2,132.905,107.8682,,RuCl3,0.2025,CsCl,0.3375,AgNO3,0.135,,,0,1,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1017-10,Ru0.5Al0.1Rh0.4,26.981539,102.9055,,RuCl3,0.3375,AlCl3,0.0675,RhCl3,0.27,,,0,1,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1018-1,Ru0.2Cu0.4Sb0.4,63.546,121.76,,RuCl3,0.135,CuCl2,0.27,SbCl3,0.27,,,0.4,0.6,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1018-3,Ru0.4Cu0.5Bi0.1,63.546,208.98,,RuCl3,0.27,CuCl2,0.3375,BiCl3,0.0675,,,0,1,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1018-4,Ru0.4Cu0.5Sb0.1,63.546,121.76,,RuCl3,0.27,CuCl2,0.3375,SbCl3,0.0675,,,0.1,0.9,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1018-5,Ru0.4Ni0.3Mo0.3,58.6934,95.95,,RuCl3,0.27,NiCl2,0.2025,MoCl5,0.2025,,,0,1,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1018-6,Ru0.7Cu0.1Bi0.2,63.546,208.98,,RuCl3,0.4725,CuCl2,0.0675,BiCl3,0.135,,,0.2,0.8,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1018-7,Ru0.7Cu0.1Sb0.2,63.546,121.76,,RuCl3,0.4725,CuCl2,0.0675,SbCl3,0.135,,,0.2,0.8,CH3CHCH2O,0.5,400,2,1,1018-7,C,241,0.719161874,1.4470308,1.4539313,0.634864805
1018-8,Ru0.2Cu0.1Mo0.7,63.546,95.95,,RuCl3,0.135,CuCl2,0.0675,MoCl5,0.4725,,,0,1,CH3CHCH2O,0.5,400,2,1,1018-8,C,644,2.253612823,1.5998363,1.5998363,6.531576196
1018-9,Ru0.4Bi0.5Mo0.1,208.98,95.95,,RuCl3,0.27,BiCl3,0.3375,MoCl5,0.0675,,,0.5,0.5,CH3CHCH2O,0.5,400,2,1,1018-9,C,399,,,,
1018-10,Ru0.8Cu0.1Sn0.1,63.546,118.71,,RuCl3,0.54,CuCl2,0.0675,SnCl2,0.0675,,,0,1,CH3CHCH2O,0.5,400,2,1,1018-10,C,238,4.828720748,1.3121215,1.3323287,4.259743903
1018-11,Ru0.4Cu0.2Sn0.4,63.546,118.71,,RuCl3,0.27,CuCl2,0.135,SnCl2,0.27,,,0,1,CH3CHCH2O,0.5,400,10,1,1018-11,N,299,,,,
1018-12,Ru0.1Ni0.4Mo0.5,58.6934,95.95,,RuCl3,0.0675,NiCl2,0.27,MoCl5,0.3375,,,0,1,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1018-13,Ru0.2Sn0.4Mo0.4,118.71,95.95,,RuCl3,0.135,SnCl2,0.27,MoCl5,0.27,,,0,1,CH3CHCH2O,0.5,400,2,1,1018-13,C,N,,,,
1018-14,Ru0.8Bi0.1Sb0.1,208.98,121.76,,RuCl3,0.54,BiCl3,0.0675,SbCl3,0.0675,,,0.2,0.8,CH3CHCH2O,0.5,400,2,1,1018-14,C,225,4.062285916,1.329583,1.3810236,4.241275375
1018-15,Ru0.8Ni0.1Mo0.1,58.6934,95.95,,RuCl3,0.54,NiCl2,0.0675,MoCl5,0.0675,,,0,1,CH3CHCH2O,0.5,400,2,1,1018-15,C,198,1.739832005,1.2612728,1.2609148,1.679560882
1204-2,Ru0.5Au0.5,196.96657,,,RuCl3,0.3375,HAuCl4,0.3375,,,,,1,0,CH3CHCH2O,0.5,400,2,1,,N,,,,,
1204-4,Ru0.5V0.5,50.9415,,,RuCl3,0.3375,VCl5,0.3375,,,,,1,0,CH3CHCH2O,0.5,400,2,1,1204-4,C,195,,,,
240213-1,Ru0.25Mn0.75,54.938,,,RuCl3,0.16875,MnCl2,0.50625,,,,,1,0,CH3CHCH2O,0.5,400,2,1,240213-1,C,N,,,,
240213-2,Ru0.5Mn0.5,54.938,,,RuCl3,0.3375,MnCl2,0.3375,,,,,1,0,CH3CHCH2O,0.5,400,2,1,240213-2,C,218,0.497027565,1.4496598,1.4496598,0.475274617
240213-4,Ru0.25Mn0.75,54.938,,,RuCl3,0.16875,MnCl2,0.50625,,,,,0,1,CH3CHCH2O,0.5,400,2,1,,N,,,,,
240213-5,Ru0.5Mn0.5,54.938,,,RuCl3,0.3375,MnCl2,0.3375,,,,,0,1,CH3CHCH2O,0.5,400,2,1,,N,,,,,
240213-6,Ru0.75Mn0.25,54.938,,,RuCl3,0.50625,MnCl2,0.16875,,,,,0,1,CH3CHCH2O,0.5,400,2,1,240213-6,C,157,0.276397982,1.2794214,1.288782,0.259594855
240220-2,Ru0.6Co0.2Ni0.2,58.933,58.6934,,RuCl3,0.405,CoCl2,0.135,NiCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240220-2,C,160,1.206117317,1.4497744,1.4497744,1.071640025
240220-3,Ru0.7Cu0.2Ni0.1,63.546,58.6934,,RuCl3,0.4725,CuCl2,0.135,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240220-3,C,194,1.143282413,1.2692437,1.275836,1.112379717
240220-4,Ru0.7Co0.1Ni0.2,58.933,58.6934,,RuCl3,0.4725,CoCl2,0.0675,NiCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240220-4,C,230,0.321049228,1.4495262,1.4495262,
240220-5,Ru0.8Co0.1Ni0.1,58.933,58.6934,,RuCl3,0.54,CoCl2,0.0675,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240220-5,C,160,0.405498646,1.2996396,1.4496789,0.37902257
240220-6,Ru0.6Co0.3Ni0.1,58.933,58.6934,,RuCl3,0.405,CoCl2,0.2025,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240220-6,C,162,0.812868491,1.2682059,1.2821497,0.657734235
240220-7,Ru0.6Co0.1Ni0.3,58.933,58.6934,,RuCl3,0.405,CoCl2,0.0675,NiCl2,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240220-7,C,220,0.818649761,1.4494499,1.4494499,0.742918218
240220-8,Ru0.7Co0.1Cu0.2,58.933,63.546,,RuCl3,0.4725,CoCl2,0.0675,CuCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240220-8,C,175,2.093948847,1.2379408,1.2424723,1.976110515
240220-9,Ru0.8Co0.1Cu0.1,58.933,63.546,,RuCl3,0.54,CoCl2,0.0675,CuCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240220-9,C,163,2.028904123,1.2618215,1.2962326,1.965183187
240220-10,Ru0.5Co0.3Ni0.2,58.933,58.6934,,RuCl3,0.3375,CoCl2,0.2025,NiCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240220-10,C,170,0.265799969,1.3268751,1.3437769,0.227918643
240221-1,Ru0.7Co0.2Ni0.1,58.933,58.6934,,RuCl3,0.4725,CoCl2,0.135,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240221-1,C,167,2.298560928,1.2499154,1.2694885,2.105468808
240221-2,Ru0.5Cs0.4Nb0.1,132.905,92.91,,RuCl3,0.3375,CsCl,0.27,NbCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240221-2,C,201,0.499709469,1.449698,1.449698,0.327209935
240221-3,Ru0.5Co0.2Ni0.3,58.933,58.6934,,RuCl3,0.3375,CoCl2,0.135,NiCl2,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240221-3,C,180,1.021757881,1.4496026,1.4496026,0.969272191
240221-5,Ru0.5Rb0.3Fe0.2,85.4678,55.845,,RuCl3,0.3375,RbCl,0.2025,FeCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240221-5,C,156,1.587528966,1.2801028,1.2884957,1.145614968
240221-6,Ru0.6Co0.1Cu0.3,58.933,63.546,,RuCl3,0.405,CoCl2,0.0675,CuCl2,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240221-6,C,189,0.525095894,1.2561039,1.258239,0.502680068
240221-7,Ru0.6Fe0.1Cu0.3,55.845,63.546,,RuCl3,0.405,FeCl2,0.0675,CuCl2,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240221-7,C,168,0.744718411,1.2623988,1.2676111,0.676478248
240221-8,Ru0.6Fe0.1Cu0.3,55.845,63.546,,RuCl3,0.405,FeCl3,0.0675,CuCl2,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240221-8,C,175,0.573130788,1.2721522,1.2779858,0.571424793
240221-9,Ru0.5Rb0.4Ir0.1,85.4678,192.217,,RuCl3,0.3375,RbCl,0.27,IrCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240221-9,C,163,0.305444885,1.2670192,1.2723345,0.192650814
240221-10,Ru0.5Rb0.4Fe0.1,85.4678,55.845,,RuCl3,0.3375,RbCl,0.27,FeCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240221-10,C,147,2.157816239,1.2708402,1.2771845,1.370365364
240222-1,Ru0.5Cs0.4Zn0.1,132.905,65.38,,RuCl3,0.3375,CsCl,0.27,ZnCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-1,C,186,0.885631938,1.2619486,1.2631087,0.495401847
240222-2,Ru0.5Rb0.4Fe0.1,85.4678,55.845,,RuCl3,0.3375,RbCl,0.27,FeCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-2,C,152,2.245379797,1.2548127,1.2582463,1.40474775
240222-3,Ru0.5Cs0.1Rb0.4,132.905,85.4678,,RuCl3,0.3375,CsCl,0.0675,RbCl,0.27,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-3,C,168,0.437357194,1.2651293,1.2740983,0.254818571
240222-4,Ru0.4Cs0.5Nb0.1,132.905,92.91,,RuCl3,0.27,CsCl,0.3375,NbCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-4,C,200,2.775840234,1.2829554,1.2913021,1.340677025
240222-5,Ru0.6Cs0.2Rb0.2,132.905,85.4678,,RuCl3,0.405,CsCl,0.135,RbCl,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-5,C,162,0.47391597,1.2564971,1.2620351,0.287540385
240222-6,Ru0.6Co0.3Cu0.1,58.933,63.546,,RuCl3,0.405,CoCl2,0.2025,CuCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-6,C,186,0.309986198,1.3137648,1.3169822,0.290090373
240222-7,Ru0.6Cs0.3Zn0.1,132.905,65.38,,RuCl3,0.405,CsCl,0.2025,ZnCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-7,C,236,1.097135768,1.3340362,1.3444712,0.720532014
240222-8,Ru0.4Co0.5Ni0.1,58.933,58.6934,,RuCl3,0.27,CoCl2,0.3375,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-8,C,228,0.72806599,1.4498316,1.4498316,0.685665938
240222-9,Ru0.5Cs0.4Sb0.1,132.905,121.76,,RuCl3,0.3375,CsCl,0.27,SbCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-9,C,243,0.408140774,1.4497172,1.4497172,0.326772779
240222-10,Ru0.6Cs0.3Rb0.1,132.905,85.4678,,RuCl3,0.405,CsCl,0.2025,RbCl,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-10,C,154,1.790335225,1.2295854,1.2333674,1.054199549
240222-11,Ru0.5Cs0.4Ga0.1,132.905,69.723,,RuCl3,0.3375,CsCl,0.27,GaCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-11, C,171,1.102641586,1.2717649,1.2755052,0.595109519
240222-12,Ru0.5Cs0.4Sn0.1,132.905,118.71,,RuCl3,0.3375,CsCl,0.27,SnCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-12,C,186,1.220055961,1.2848721,1.3224758,0.752628479
240222-13,Ru0.4Rb0.4Fe0.2,85.4678,55.845,,RuCl3,0.27,RbCl,0.27,FeCl3,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-13,C,183,2.824247149,1.2522517,1.2550182,1.73325447
240222-14,Ru0.4Cs0.5Ga0.1,132.905,69.723,,RuCl3,0.27,CsCl,0.3375,GaCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-14,C,161,1.629164065,1.3433374,1.3504081,0.691178322
240222-15,Ru0.5Cs0.4Fe0.1,132.905,55.845,,RuCl3,0.3375,CsCl,0.27,FeCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240222-15,C,170,0.753628233,1.2450129,1.2473083,0.410838827
240226-1,Ru0.5Cs0.4Fe0.1,132.905,55.845,,RuCl3,0.3375,CsCl,0.27,FeCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240226-1,C,167,2.203578678,1.2377206,1.2394691,1.255215424
240226-2,Ru0.5Co0.1Cu0.4,58.933,63.546,,RuCl3,0.3375,CoCl2,0.0675,CuCl2,0.27,,,1,0,CH3CHCH2O,0.5,400,2,1,240226-2,C,205,0.681043581,1.2921165,1.3007298,0.632817
240226-3,Ru0.5Cs0.4Co0.1,132.905,58.933,,RuCl3,0.3375,CsCl,0.27,CoCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240226-3,C,159,1.868250588,1.2532681,1.2569181,0.980560374
240226-4,Ru0.5Cs0.4Bi0.1,132.905,208.9804,,RuCl3,0.3375,CsCl,0.27,BiCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240226-4,C,236,0.491871188,1.322659,1.3189778,0.301945977
240226-5,Ru0.1Co0.6Ni0.3,58.933,58.6934,,RuCl3,0.0675,CoCl2,0.405,NiCl2,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240226-5,C,N,15.00577864,1.5994611,1.5994611,12.87543685
240226-6,Ru0.6Cs0.3Ir0.1,132.905,192.217,,RuCl3,0.405,CsCl,0.2025,IrCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240226-6,C,155,0.784847828,1.25941,1.2650926,0.485028324
240226-7,Ru0.4Cs0.5Mo0.1,132.905,95.95,,RuCl3,0.27,CsCl,0.3375,MoCl5,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240226-7,C,181,0.806696844,1.4496408,1.4496408,0.483429074
240226-8,Ru0.6Rb0.1Ir0.3,85.4678,192.217,,RuCl3,0.405,RbCl,0.0675,IrCl3,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240226-8,C,163,0.810591315,1.2421954,1.2472322,0.608146731
240226-9,Ru0.5Cs0.4Cu0.1,132.905,63.546,,RuCl3,0.3375,CsCl,0.27,CuCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240226-9,C,206,,,,
240226-10,Ru0.6Cs0.1Ir0.3,132.905,192.217,,RuCl3,0.405,CsCl,0.0675,IrCl3,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240226-10,C,227,0.120439082,1.3986856,1.4039012,0.103303828
240226-11,Ru0.5Cu0.4Ni0.1,63.546,58.6934,,RuCl3,0.3375,CuCl2,0.27,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240226-11,C,220,0.261489512,1.3263897,1.3278458,0.414206923
240226-12,Ru0.5Cs0.4Pb0.1,132.905,207.2,,RuCl3,0.3375,CsCl,0.27,PbCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240226-12,C,263,0.276974622,1.449469,1.449469,0.13878089
240226-13,Ru0.6Cs0.2Ir0.2,132.905,192.217,,RuCl3,0.405,CsCl,0.135,IrCl3,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240226-13,C,155,0.610282557,1.2365756,1.2384894,0.440969835
240226-15,Ru0.5Rb0.3Ir0.2,85.4678,192.217,,RuCl3,0.3375,RbCl,0.2025,IrCl3,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240226-15,C,173,0.506921706,1.2523832,1.2548876,0.344187451
